,id,review,target,label,predict,terms
1024,TM#4:0,"Indo Chinese food, pretty good...",Indo Chinese food,FOOD,FOOD,food
1025,TM#4:1,Not a very fancy place but very good Chinese style Indian food.,"place,Chinese style Indian food","AMBIENCE,FOOD",AMBIENCE|FOOD|FOOD,place|style|food
1026,TM#4:2,"The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.","chicken lollipop,dishes,Chilli Chicken","FOOD,FOOD,FOOD",FOOD|FOOD|FOOD|SERVICE,chicken|lollipop|dishes|reviewer
1027,TM#4:3,"My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily.",food,FOOD,FOOD|AMBIENCE|FOOD|FOOD,mom|place|food|spicy
1028,TFS#11:0,I was speechless by the horrible food.,food,FOOD,FOOD,food
1029,TFS#11:1,"I attended a holiday dinner at the restaurant, and the food was majorly disappointing.",food,FOOD,FOOD|FOOD|FOOD|FOOD,holiday|dinner|restaurant|food
1030,TFS#11:3,"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).","chef,vegetarian dish,vegetarian dish","SERVICE,FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|AMBIENCE,dish|chef|plate|vegetables|sauce|seasoning|form|presentation
1031,ADLT#10:2,"for 7 years they have put out the most tasty, most delicious food and kept it that way...",food,FOOD,FOOD|FOOD|AMBIENCE,years|food|way
1032,ADLT#10:3,"never swaying, never a bad meal, never bad service...","NULL,meal,service","FOOD,SERVICE",FOOD|PRICES,meal|service
1033,ADLT#10:6,"great food, great wine list, great service in a great neighborhood...","food,wine list,service,neighborhood","FOOD,FOOD,SERVICE,AMBIENCE",FOOD|FOOD|FOOD|SERVICE|AMBIENCE,food|wine|list|service|neighborhood
1034,ADLT#10:7,so delicious!!!!!!,,FOOD,,
1035,PP#3:1,Hands down the best pizza on the planet.,pizza,FOOD,SERVICE|FOOD|AMBIENCE,hands|pizza|planet
1036,PP#3:3,"In about 12 minutes, the thing is gone.",,FOOD,AMBIENCE|AMBIENCE,minutes|thing
1037,BHD#6:0,great hot dogs..,hot dogs,FOOD,FOOD,dogs
1038,BHD#6:1,the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.,hot dogs,FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,dogs|juicy|tender|inside|plenty|crunch|outside
1039,BHD#6:2,great toppings definitely a place you need to check out for late night munchies or a mid day boost!,"toppings,place",FOOD,FOOD|AMBIENCE|FOOD|FOOD|FOOD,toppings|place|night|munchies|day
1040,TM#5:0,great taste,,FOOD,FOOD,taste
1041,TM#5:1,"Great, original taste.",,FOOD,FOOD,taste
1042,TM#5:2,"For me dishes a little oily, but overall dining experience good.","dishes,NULL",FOOD,FOOD|FOOD|FOOD|FOOD,dishes|oily|dining|experience
1043,TM#5:3,Helpful service and average price per dish $10.,"service,dish","SERVICE,PRICES",SERVICE|PRICES|FOOD,service|price|dish
1044,TM#5:4,The only thing that strikes you is the decor?(not very pleasant).,decor,AMBIENCE,AMBIENCE|FOOD,thing|decor
1045,TM#6:0,great food,food,FOOD,FOOD,food
1046,TM#6:1,This place has great indian chinese food.,indian chinese food,FOOD,AMBIENCE|FOOD,place|food
1047,TM#6:2,The flavors are amazing and the value is phenomenal.,"NULL,NULL","FOOD,PRICES",FOOD|PRICES,flavors|value
1048,TM#6:5,"Even though the place is not beautiful, the food speaks for itself.","place,food","AMBIENCE,FOOD",AMBIENCE|FOOD,place|food
1049,TM#6:6,"Best Indian Chinese in the city, by far!",Indian Chinese,FOOD,AMBIENCE,city
1050,TVU#6:3,The martinis are amazing and very fairly priced.,"martinis,martinis","FOOD,PRICES",FOOD,martinis
1051,TVU#6:4,"THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.","SERVICE,waiters","SERVICE,SERVICE",SERVICE|AMBIENCE,waiters|thing
1052,TVU#6:5,"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.","DJ,NULL",AMBIENCE,FOOD|FOOD|FOOD|SERVICE,birthday|bunch|times|friends
1053,TVU#6:6,You can get a table without a reservation if you get there early I they don't make you by bottles.,,SERVICE,SERVICE|SERVICE|FOOD,table|reservation|bottles
1054,TVU#6:7,Which lets face it....at times it's a good thing.,,SERVICE,FOOD|FOOD|AMBIENCE,face|times|thing
1055,TVU#6:8,In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,"NULL,NULL",PRICES,AMBIENCE|PRICES|PRICES|AMBIENCE|PRICES|PRICES,end|tab|nothing|but|a|time
1056,ADLT#3:1,Everything on the menu is great. ,menu,FOOD,FOOD|FOOD,everything|menu
1057,ADLT#3:3,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.","NULL,food,NULL","AMBIENCE,FOOD",AMBIENCE|AMBIENCE|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|SERVICE,kind|places|food|homey|notch|way|wait
1058,TFS#5:2,But $500 for a dinner for two that didn't include Wine?,dinner for two,PRICES,FOOD|AMBIENCE,dinner|wine
1059,TFS#5:4,"Look, the appetizers were really good.",appetizers,FOOD,FOOD,appetizers
1060,TFS#5:5,The entree was also very good.,entree,FOOD,,
1061,TFS#5:6,"Can't argue about that, but they are clearly over priced.",,PRICES,,
1062,TFS#5:7,What you are paying for is the environment and the name.,"environment,NULL,NULL","AMBIENCE,PRICES",AMBIENCE|AMBIENCE,environment|name
1063,TFS#5:8,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.","place,place","AMBIENCE,PRICES",AMBIENCE|FOOD|FOOD|FOOD|AMBIENCE,place|uber|whealthy|joe|while
1064,TFS#5:12,Which of course is not real Kobe but Wagyu beef.,,FOOD,FOOD|FOOD,course|beef
1065,TFS#5:16,Vanison was good but not amazing.,Vanison,FOOD,,
1066,TFS#5:17,Bison was quite excellent however.,Bison,FOOD,FOOD,bison
1067,TFS#5:18,Dessert: pure disaster.,Dessert,FOOD,FOOD|AMBIENCE,dessert|disaster
1068,TFS#5:19,Just not good at all.,,FOOD,,
1069,TFS#5:20,Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,"NULL,NULL","FOOD,FOOD",FOOD|FOOD|FOOD|AMBIENCE,pineapple|kind|pear|thing
1070,TFS#5:21,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.","restaurant,restaurant",PRICES,SERVICE|FOOD,reviews|restaurant
1071,TFS#5:23,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".","The Four Seasons,The Four Seasons",PRICES,AMBIENCE|AMBIENCE|AMBIENCE|FOOD|SERVICE|FOOD|FOOD|FOOD,history|sort|landmark|restaurants|trust|nose|seasons|restaurant
1072,TFS#5:24,"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.","NULL,NULL",PRICES,FOOD,curiousity
1073,TFS#5:25,"All in all, the food was great (except for the dessserts).","food,dessserts","FOOD,FOOD",FOOD|AMBIENCE,food|dessserts
1074,TFS#5:26,The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,"environment,NULL",AMBIENCE,AMBIENCE|AMBIENCE|SERVICE|SERVICE|SERVICE|AMBIENCE,environment|lot|guys|trophy|wives|escorts
1075,TFS#5:27,"If you are going for the food, it will not be worth it.",food,FOOD,FOOD,food
1076,TFS#5:29,"You would think they would make up for it with service, sadly, no.",service,SERVICE,SERVICE,service
1077,TFS#5:30,"Service was just ok, it is not what you'd expect for $500.","Service,NULL","SERVICE,PRICES",,
1078,CLF#3:0,Terrible Waste of money.. scammers,"NULL,NULL",PRICES,PRICES,money
1079,CLF#3:3,I am actually offended to have spent so much money on such a bad experience.,"NULL,NULL",PRICES,PRICES|AMBIENCE,money|experience
1080,CLF#3:4,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,"Casa La Femme,Casa La Femme",PRICES,SERVICE|SERVICE|SERVICE|PRICES|AMBIENCE,home|visit|diners|money|time
1081,CLF#3:6,"Our visit their to say the least, was an unpleasant and costly experience!","NULL,NULL",PRICES,SERVICE|FOOD,visit|experience
1082,CLF#3:7,And even more so unpleasant because it was so costly for such an unpleasant experience.,"NULL,NULL",PRICES,AMBIENCE,experience
1083,CLF#3:8,We did arrive late for our reservation so I can not complain too much about the wait for a table.,wait,SERVICE,SERVICE|SERVICE|SERVICE,reservation|wait|table
1084,CLF#3:9,Although we were told 10-15 minutes and it was more like 45 minutes.,,SERVICE,AMBIENCE|AMBIENCE,minutes|minutes
1085,CLF#3:11,The place is beautiful!,place,AMBIENCE,AMBIENCE,place
1086,CLF#3:12,The hostess was very pleasant.,hostess,SERVICE,SERVICE,hostess
1087,CLF#3:13,"However, our $14 drinks were were horrible!","drinks,drinks","FOOD,PRICES",FOOD,drinks
1088,CLF#3:14,"Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!",,SERVICE,SERVICE|FOOD|SERVICE|PRICES,table|menu|table|price
1089,CLF#3:17,For each course we waited over 1/2 hour to 45 minutes and were never offered a drink.,,SERVICE,FOOD|SERVICE|SERVICE|FOOD,course|hour|minutes|drink
1090,CLF#3:18,We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,waiter,SERVICE,AMBIENCE|SERVICE|AMBIENCE,times|waiter|minute
1091,CLF#3:19,After the 4th time i asked again and the waiter than said after our dinner.,waiter,SERVICE,AMBIENCE|SERVICE|FOOD,time|waiter|dinner
1092,CLF#3:20,We asked for beverages and never received them.,,SERVICE,FOOD,beverages
1093,CLF#3:21,We asked for sides which the waiter than admitted that he forgot to put in that part of our order.,waiter,SERVICE,FOOD|SERVICE|AMBIENCE|PRICES,sides|waiter|part|order
1094,CLF#3:22,My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,chicken,FOOD,FOOD|FOOD|FOOD,chicken|lumps|napkin
1095,CLF#3:23,I would not expect this for a $55 dinner.,"dinner,dinner","FOOD,PRICES",FOOD,dinner
1096,CLF#3:24,By the time we finished our dinner we still had not received one beverage NOR hooka!,,SERVICE,FOOD|FOOD|FOOD|FOOD|FOOD,time|dinner|beverage|nor|hooka
1097,CLF#3:25,What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!,,SERVICE,FOOD|FOOD|SERVICE|FOOD|FOOD|FOOD,waste|hours|table|food|drinks|hooka
1098,CLF#3:26,The only beverage we did receive was water in dirty glasses!,,SERVICE,FOOD|FOOD|FOOD,beverage|water|glasses
1099,CLF#3:27,To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,"NULL,NULL",SERVICE,,
1100,CLF#3:28,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!","food,NULL,NULL","FOOD,PRICES",AMBIENCE|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,time|wallets|stomachs|show|dinner|experience|food|belly|dancers
1101,CLF#3:29,If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,"meal,NULL","FOOD,PRICES",PRICES|FOOD|FOOD|FOOD,bill|dinner|portion|meal
1102,CLF#3:30,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.","restaurant,restaurant",PRICES,AMBIENCE|FOOD|PRICES,restaurant|feeling|money
1103,CLF#3:31,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,"NULL,NULL,NULL","PRICES,SERVICE",FOOD|FOOD|FOOD|FOOD|FOOD|PRICES,my|husbands|birthday|sons|hours|money
1104,BFC#9:4,"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.",,SERVICE,FOOD|FOOD|SERVICE,problem|restaurant|table
1105,BFC#9:5,The menu is fairly simple without much descriptions. ,menu,FOOD,FOOD|AMBIENCE,menu|descriptions
1106,BFC#9:6,"There was no tap beer that evening, which was a disappointment. ",beer,FOOD,FOOD|FOOD|FOOD|FOOD,tap|beer|evening|disappointment
1107,BFC#9:7,"Not much of a selection of bottled beer either, we went with Brahma. ",selection of bottled beer,FOOD,FOOD|FOOD|FOOD,selection|beer|brahma
1108,BFC#9:8,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,"fried oysters and clams,fried oysters and clams,NULL","FOOD,FOOD,SERVICE",FOOD|FOOD|FOOD|FOOD|FOOD,appetizers|order|oysters|clams|portion
1109,BFC#9:9,"The lobster knuckles (special of the day) were ok, but pretty tasteless.","lobster knuckles,lobster knuckles","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD,lobster|knuckles|special|day|ok
1110,BFC#9:10,"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer. ","""salt encrusted shrimp"" appetizer",FOOD,FOOD|FOOD|FOOD|FOOD,shrimp|salt|shrimp|appetizer
1111,BFC#9:14,"She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded."" ",,SERVICE,SERVICE,party
1112,BFC#9:16,The food arrived in about 15 minutes. ,,SERVICE,FOOD|FOOD,food|minutes
1113,BFC#9:17,I had the Thai style Fried Sea Bass...which was very good. ,Thai style Fried Sea Bass,FOOD,AMBIENCE,style
1114,BFC#9:18,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ","food,grilled Mahi Mahi,grilled Mahi Mahi","FOOD,FOOD,FOOD",SERVICE|FOOD|FOOD,everyone|food|brother
1115,BFC#9:19,I heard the lobster roll was excellent. ,lobster roll,FOOD,FOOD|FOOD,lobster|roll
1116,BFC#9:20,"They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand). ",,SERVICE,FOOD|SERVICE|SERVICE|AMBIENCE,plates|sister|fork|hand
1117,BFC#9:21,"All in all the food was good - a little on the expensive side, but fresh. ","food,food","FOOD,PRICES",FOOD|FOOD,food|side
1118,BFC#9:22,"Service not the friendliest to our ""large party""! ",Service,SERVICE,SERVICE,party
1119,BG#5:0,Great Indian food,Indian food,FOOD,FOOD,food
1120,BG#5:2,"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.",Food,FOOD,FOOD,food
1121,BG#5:3,"Very ""normal Indian food"", but done really well.","Indian food,Indian food","FOOD,FOOD",FOOD,food
1122,BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.","place,place,chicken tikka masala,feel","PRICES,PRICES,AMBIENCE",PRICES|FOOD|FOOD|FOOD|FOOD|PRICES|FOOD|AMBIENCE|AMBIENCE,price|chicken|tikka|masala|bread|rice|restaurant|place|feel
1123,BG#5:5,"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.",waiters,SERVICE,SERVICE|FOOD|FOOD,waiters|food|things
1124,BG#5:6,I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,"NULL,NULL","SERVICE,PRICES",AMBIENCE|FOOD|PRICES|SERVICE|PRICES|PRICES|PRICES,places|people|bill|patron|knowledge|turnoff|price
1125,BG#5:7,"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food","Indian food,place","FOOD,PRICES",FOOD|AMBIENCE|FOOD,something|place|food
1126,BG#8:3,The lunch buffet is expensive but is deff worth it.,"lunch buffet,lunch buffet","PRICES,FOOD",FOOD|FOOD,lunch|buffet
1127,BG#8:5,We have gone for dinner only a few times but the same great quality and service is given.,"service,dinner","SERVICE,FOOD",FOOD|AMBIENCE|PRICES|SERVICE,dinner|times|quality|service
1128,DBG#2:3,I have never been so disgusted by both food an service.,"food,service","FOOD,SERVICE",FOOD|SERVICE,food|service
1129,DBG#2:4,For starters they delivered us someone else's order.,,SERVICE,FOOD|SERVICE|PRICES,starters|someone|order
1130,DBG#2:6,"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.","kimchee,Korean fair","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,order|option|kimchee|piece|lettuce|piece|fish|skin
1131,DBG#2:8,"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.","food,NULL","FOOD,SERVICE",PRICES|FOOD|FOOD|FOOD|FOOD|FOOD|PRICES|FOOD|AMBIENCE|FOOD|AMBIENCE,concern|sanity|food|others|someone|restaurants|age|effort|part|restaurant|situation
1132,DBG#2:9,None was made so i hung up.,,SERVICE,AMBIENCE,none
1133,DBG#2:10,Less than three minutes passed before I found myself doubled over the toilet.,,FOOD,FOOD|AMBIENCE,minutes|toilet
1134,DBG#2:11,"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.","meal,NULL","FOOD,SERVICE",SERVICE|FOOD|FOOD|FOOD|FOOD,girlfriend|remainder|meal|oyster|restaurant
1135,DBG#2:15,Eat at your own risk.,,FOOD,PRICES,risk
1136,CLF#7:0,Gorgeous place ideal for a romantic dinner,"place,place",AMBIENCE,AMBIENCE|AMBIENCE|FOOD,place|ideal|dinner
1137,CLF#7:2,I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,"four course prix fix menu,white organza tent","FOOD,AMBIENCE",AMBIENCE|AMBIENCE|FOOD|FOOD|FOOD|FOOD|AMBIENCE,organza|tent|course|prix|fix|menu|lot
1138,CLF#7:3,The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,"service,waiter","SERVICE,SERVICE",SERVICE|SERVICE|FOOD|FOOD|FOOD,service|waiter|everything|menu|recommendations
1139,DBG#7:3,The dishes came out around 5 minutes apart.,,SERVICE,FOOD|AMBIENCE,dishes|minutes
1140,DBG#7:4,"The bibimbap was average, but the stone bowl wasn't even close to sizzling.","bibimbap,stone bowl","FOOD,FOOD",FOOD|FOOD|FOOD,bibimbap|stone|bowl
1141,DBG#7:5,Too bad I had paid an extra $2 for the stone bowl.,stone bowl,PRICES,FOOD|FOOD,stone|bowl
1142,DBG#7:6,The nakgi-bokum was horrible.,nakgi-bokum,FOOD,FOOD,nakgi-bokum
1143,DBG#7:7,Easily the worst stir-fried squid I've ever tasted.,stir-fried squid,FOOD,FOOD,squid
1144,DBG#7:8,The sauce tasted more like Chinese fast food than decent Korean.,sauce,FOOD,FOOD|FOOD,sauce|food
1145,DBG#7:9,"The side dishes were passable, and I did get a refill upon request.","side dishes,side dishes","FOOD,FOOD",FOOD|FOOD|FOOD|PRICES,side|dishes|refill|request
1146,DBG#7:10,The real problem I had with this place was the complete lack of service.,service,SERVICE,PRICES|AMBIENCE|PRICES|SERVICE,problem|place|lack|service
1147,DBG#7:12,She just nodded and walked off.,,SERVICE,,
1148,DBG#7:14,"As to my comment about the food, no apology or acknowledgment was made.",,SERVICE,SERVICE|FOOD|PRICES|PRICES,comment|food|apology|acknowledgment
1149,DBG#7:15,My wife had barely touched that mess of a dish.,dish,FOOD,FOOD|FOOD|FOOD,wife|mess|dish
1150,DBG#7:16,We were charged full price.,,SERVICE,PRICES,price
1151,ADLT#9:4,The wife had the risotto which was amazing.,risotto,FOOD,FOOD|FOOD,wife|risotto
1152,ADLT#9:5,"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.","NULL,NULL","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD,squid|ink|lips|teeth|taste
1153,ADLT#9:6,The farro salad and the mashed yukon potatoes were also extremely tasty.,"farro salad,mashed yukon potatoes","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD,farro|salad|yukon|potatoes
1154,EVPK#4:0,i love margherita pizza – i looove east village pizza,"east village pizza,margherita pizza",FOOD,,
1155,EVPK#4:2,A quintessential slice of NYC pizza.,slice of NYC pizza,FOOD,FOOD|FOOD,slice|pizza
1156,EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.","crust,sauce,cheese","FOOD,FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,crust|bite|sauce|acidity|salt|cheese|flavor|components
1157,EVPK#4:4,"Personally I like the margherita pizza better, but they are all good.","margherita pizza,NULL","FOOD,FOOD",FOOD|FOOD,margherita|pizza
1158,Z#6:0,Possibly the Most Romantic Restaurant in the City,Restaurant,AMBIENCE,,
1159,Z#6:1,"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!","modern Japanese brasserie,modern Japanese brasserie",AMBIENCE,,
1160,Z#6:2,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.","spot,unmarked wooden doors,décor","AMBIENCE,AMBIENCE,AMBIENCE",,
1161,Z#6:3,"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).","private booths,glass ceilings","AMBIENCE,AMBIENCE",,
1162,Z#6:4,It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,"NULL,waiter","AMBIENCE,SERVICE",,
1163,Z#6:5,"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!","BBE $29 fixe prix menu,BBE $29 fixe prix menu","PRICES,FOOD",FOOD|FOOD|FOOD|FOOD|PRICES|AMBIENCE|FOOD,party|fixe|prix|menu|deal|flight|sake
1164,Z#6:7,We started off with a delightful sashimi amuse bouche.,sashimi amuse bouche,FOOD,FOOD|FOOD,sashimi|bouche
1165,Z#6:9,"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.","Grilled Black Cod,Grilled Salmon dish","FOOD,FOOD",FOOD|FOOD,someone|dish
1166,Z#6:11,The sake’s complimented the courses very well and is successfully easing me into the sake world.,sake’s,FOOD,,
1167,Z#6:12,"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.","frozen black sesame mousse,matcha (powdered green tea) and blueberry cheesecake","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,desserts|sesame|mousse|matcha|tea|cheesecake
1168,Z#6:13,"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.","brasserie,brasserie",PRICES,,
1169,Z#6:14,"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.","Zenkichi,Zenkichi",AMBIENCE,,
1170,CLF#6:1,"The service leaves much to be desired, from feeling like you are rushed the place your order, to being ignored the rest of the night.",service,SERVICE,SERVICE|AMBIENCE|SERVICE|FOOD|AMBIENCE,service|place|order|rest|night
1171,CLF#6:3,We paid a fixed pricce but got nothing!!,,SERVICE,FOOD|FOOD,pricce|nothing
1172,CLF#6:4,We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating.,,SERVICE,AMBIENCE|FOOD|SERVICE,close|monring|ad
1173,CLF#6:5,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!","service,drinks,pita bread,NULL","SERVICE,PRICES,PRICES,SERVICE",SERVICE|PRICES|FOOD|FOOD|FOOD,service|bill|drinks|pita|bread
1174,DBG#6:0,Great Shabu Shabu,Shabu Shabu,FOOD,,
1175,DBG#6:4,I tried a couple other dishes but wasn't too impressed.,dishes,FOOD,FOOD|FOOD,couple|dishes
1176,DBG#6:5,"But for the Shabu Shabu, you won't find much better in NY.",Shabu Shabu,FOOD,,
1177,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.","meat,sauces,service,meal,kimchi,salad","FOOD,FOOD,SERVICE,FOOD,PRICES,PRICES",FOOD|FOOD|FOOD|FOOD|FOOD|SERVICE,meat|sauces|kimchi|salad|meal|service
1178,DBG#1:0,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,"Korean food,fusion twists,pork belly tacos","FOOD,FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,punch|food|fusion|twists|pork|belly|tacos
1179,BHD#1:0,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.","hot dogs,pork croquette sandwich,bun","FOOD,FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,dogs|reason|pork|croquette|sandwich|supermarket|bun
1180,TR#5:0,Restaurant with a view,view,AMBIENCE,AMBIENCE,view
1181,TR#5:2,The food tasted very good.,food,FOOD,FOOD,food
1182,TR#5:3,The family seafood entree was very good.,family seafood entree,FOOD,FOOD|FOOD,family|seafood
1183,TR#5:4,The main entree was also very good.,main entree,FOOD,,
1184,TR#5:6,"Price is high but the food is good, so I would come back again.","food,food,NULL","FOOD,PRICES",PRICES|FOOD,price|food
1185,Z#7:2,"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...","decor,mirrored walls","AMBIENCE,AMBIENCE",AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE,place|decor|stairs|walls|one|head|stairs|walls
1186,Z#7:3,This place is not inviting and the food is totally weird.,"place,food","AMBIENCE,FOOD",AMBIENCE|FOOD,place|food
1187,Z#7:4,The concept of japanese tapas is newly created and clearly doesn't work.,japanese tapas,FOOD,AMBIENCE|FOOD,concept|tapas
1188,Z#7:5,"The food they serve is not comforting, not appetizing and uncooked.",food,FOOD,FOOD,food
1189,Z#10:0,Good Food,Food,FOOD,FOOD,food
1190,Z#10:2,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.","food,sitting space","FOOD,AMBIENCE",FOOD|AMBIENCE|FOOD|AMBIENCE,food|space|cramp|corner
1191,Z#10:3,Over all it was a very nice romantic place .,"place,place",AMBIENCE,AMBIENCE,place
1192,P#7:2,The atmosphere was great.,atmosphere,AMBIENCE,AMBIENCE,atmosphere
1193,P#7:3,"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.","food,margaritas","FOOD,FOOD",FOOD|FOOD|FOOD|AMBIENCE,food|margaritas|anything|home
1194,P#7:4,"Our waitress wasn't mean, but not especially warm or attentive either.",waitress,SERVICE,SERVICE,waitress
1195,P#7:7,"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.","patio,NULL",AMBIENCE,FOOD|PRICES|AMBIENCE,summer|advantage|patio
1196,FF#4:2,Lexicographers take note: a new and fascinating definition of rudeness is alive and flourishing right here in Brooklyn.,,SERVICE,SERVICE|AMBIENCE|PRICES|FOOD|AMBIENCE,lexicographers|note|definition|rudeness|right
1197,FF#4:3,The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention.,servers,SERVICE,SERVICE|AMBIENCE|AMBIENCE,servers|technique|attention
