,0,aspect,prediction
985,the awesomest of the awesomest.,LAPTOP,
986,"it is so great, i can hardly ever take my hands off it!",LAPTOP,
987,my friends are in awe every time they come over!,LAPTOP,
988,"i got it for christmas, and i was so excited to set it up!",LAPTOP,
989,"it is super fast, and always loads.",LAPTOP,
990,i am just amazed.,LAPTOP,
991,the only bad part is the size/weight.,LAPTOP,part!bad|size/weight!bad
992,"it's like 9 punds, but if you can look past it, it's great!",LAPTOP|LAPTOP,
993,"if you don't like fingerprints, this might not be the laptop for you.",LAPTOP,laptop!like
994,"it super shiny, so you can see the fingerprints easily.",LAPTOP,
995,all for such a great price.,LAPTOP,price!great
996,it's color is even cool.,LAPTOP,color!cool
997,another great thing is the beast graphics.,GRAPHICS,thing!great|beast!thing
998,they are so realistic i am just speechless.,GRAPHICS,
999,"i let my friend borrow it, and she knows nothing about computers, and she used it with ease.",LAPTOP,
1000,the cool thing about this is anyone can use it.,LAPTOP,thing!cool|anyone!cool
1001,i don't know how i could ever live without my qousmio.,LAPTOP,
1002,"i own a hewlett packard laptop and i've had man problems with it since i bought in in feb, 201",LAPTOP,|laptop!own|hewlett!own|packard!own
1003,ive had to call tech-support many times.,LAPTOP,
1004,each time taking about 1 day or so.,SUPPORT,
1005,i had to wait 3 weeks to get it back and it still is not working properly.,SUPPORT,
1006,i had to pay for the shipping!,SUPPORT,
1007,i will never buy anything from hp again!,COMPANY,
1008,the toshiba satellite has been more than i expected for the price.,LAPTOP|LAPTOP,
1009,this computer may be small but it is one heck of a power-horse.,LAPTOP|LAPTOP,|computer!small|heck!computer
1010,you can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy-o-boy does it ever.,LAPTOP|LAPTOP,boy!bad|thing!main
1011,for being so small it is amazing that it is as fast as it is.,LAPTOP|LAPTOP,
1012,when i first got it i thought the size of it was a joke.,LAPTOP,size!joke
1013,but after i got used to it i love it.,LAPTOP,
1014,the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space-consuming.,LAPTOP|LAPTOP|LAPTOP,|bit!able|backpack!full
1015,"it has 3 usb ports, 1 sd-memory-card reader and an sd-memory-car expansion.",LAPTOP,
1016,the only down fall is that it has no cd-drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,LAPTOP|LAPTOP,friend!best|friend!portable|someone!best
1017,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd-drive.,LAPTOP|LAPTOP,music!burn
1018,"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",LAPTOP|LAPTOP|SOFTWARE|LAPTOP,software!love|way!love|time!short
1019,"with a mac you don't have to worry about antivirus-software or firewall, it's so wonderful.",LAPTOP,
1020,"all apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed.",SUPPORT,
1021,"this computer will last you at least 7 years, thats an amazing life spanned an electronic.",LAPTOP,life!amazing|computer!last
1022,"everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.",LAPTOP|OS,everything!wonderful|mac!wonderful|system!new
1023,not working = bad,LAPTOP,
1024,"i spent 2200 dollars on a ""top of the line-laptop"".",LAPTOP|LAPTOP,
1025,i got the blue screen of death the first month i got it.,LAPTOP|LAPTOP,|screen!blue|death!blue|month!screen
1026,"1) payed $2200 for a ""premium"" laptop",LAPTOP|LAPTOP,
1027,2) blue screen first month,LAPTOP|LAPTOP,|screen!blue|month!blue
1028,3) horrible customer-support-they lost my laptop for a month-got it back 3 months later,SUPPORT,customer-support-they!lost|laptop!lost
1029,"4) laptop still did not work, blue screen within a week...",SUPPORT,laptop!work|screen!blue|week!blue
1030,5) cut my losses and sold it for parts,LAPTOP,
1031,"this company truely does make horrible products and doesnt seem to because they are certain things like this ""never"" happen...",COMPANY,doesnt!horrible
1032,"what an elegant, wonderful machine.",LAPTOP|LAPTOP,machine!elegant
1033,"i'm making the switch and finding that my biggest problem is trying to do things the 'old' way - and apple does, indeed, have the better idea.",LAPTOP,idea!better|switch!problem|way!old|apple!old|finding!switch
1034,i really wish i had done this years ago.,LAPTOP,
1035,pairing it with an iphone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap.,LAPTOP,syncing!painless|iphone!pleasure
1036,i love it - never had a computer i was so impressed with - and i've had a lot of laptops and desktops - this one is far and above the best one i ever had before.,LAPTOP,computer!impressed|computer!love
1037,"i tell everyone that i know, friends, family and enemies this is the absolute worst computer i have ever used.",LAPTOP,computer!worst
1038,the computer blinks it shuts off at will.,LAPTOP,
1039,the letter a stopped working after the first week.,KEYBOARD|KEYBOARD,|week!first
1040,when i called to have another one shipped or to get my money back they said the return-policy is 23 twenty three days from the date of purchase.,SUPPORT,
1041,so the fact that the computer does not work on the 24 twenty fourth day is my fault.,SUPPORT|LAPTOP,computer!work|day!fourth|fact!computer
1042,they have done absolutely nothing to fix the computer-problem.,SUPPORT,
1043,they have not sent a new one nor called.,SUPPORT,
1044,i spent eight hundred dollars from a giant paper-weight that looks good on a bus.,LAPTOP|LAPTOP,
1045,then on top of it all their cusromer-service-center is in the middle east.,SUPPORT,
1046,so when you do call to complain about the hunk of metal you get the joy of speaking with a bunch of people you cant understand.,SUPPORT,hunk!joy
1047,"then to make matters worst, there is noone that they can transfer you to.",SUPPORT,
1048,i had this computer for one month and had to send it in for repair.,LAPTOP,
1049,got the computer back a month later and it was still broken sent it out again and they repaired it.,SUPPORT,
1050,3 weeks went by and the computer keeps crashing and will not open any applications.,SUPPORT,
1051,do not buy gateway computers they are junk and the warranty company is horrible.,SUPPORT|COMPANY,
1052,you will not be able to talk to an american warranty service is out of country.,SUPPORT,|service!american|warranty!american
1053,computer has been at service facility more than in my hands.,LAPTOP,
1054,i have had this laptop for a few months now and i would say im pretty satisfied.,LAPTOP,im!satisfied
1055,the only problems are the sound isnt very loud i have to wear headphones.,MULTIMEDIA_DEVICES,isnt!problems
1056,another thing is that after only a month the left mouse-key broke and it costed $175 to send it in to fix it.,MOUSE|SUPPORT,mouse-key!broke|month!mouse-key
1057,that whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,SUPPORT|SUPPORT,experience!ridiculous|way!portable|mouse!portable|mouse!cheaper
1058,it took a little over 2 weeks until i got it back.,SUPPORT,
1059,and i babyed the heck out of it just one day when i opened it turned it on went to click and it was broke.,MOUSE,
1060,to be honest i think it was faulty equipment or something but idk.,LAPTOP,equipment!faulty|something!faulty|idk!something|idk!equipment
1061,the graphics are great.,GRAPHICS,
1062,the internet-speed is spectacular.,LAPTOP|LAPTOP,internet-speed!spectacular
1063,the battery-life is probably an hour at best.,BATTERY,|hour!battery-life
1064,oh and it has word and stuff but its a trial-verion so after about a month or so when you go to open it it asks for a product-key which didnt come with the computer and even after clicking cancel it wont let you use it at all i use the old word-processer which works good.,SOFTWARE,|word-processer!old
1065,i would recommend it just because of the internet-speed probably because thats the only thing i really care about.,LAPTOP|LAPTOP,|thing!only
1066,i wish the volume could be louder and the mouse-didnt-break after only a month.,MULTIMEDIA_DEVICES|MOUSE,volume!louder|wish!volume|mouse-didnt-break!volume
1067,i received this laptop as a gift and let me just tell you that its the worst.,LAPTOP,|gift!laptop
1068,at first it worked well for a month or so then the system-board failed and i send it in to toshiba some complaints and three weeks later i then receive my laptop back only to discover that it still has the same problem so now i have to send it back again to get it fixed again.,LAPTOP|MOTHERBOARD|SUPPORT,system-board!failed|month!system-board
1069,this computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,LAPTOP,
1070,oh and if thats not bad enough it doesn't come with a recovery-cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.,LAPTOP,
1071,the whole experiece is horrible so save up and buy a better laptop.,LAPTOP,experiece!horrible|laptop!better
1072,i bought a hp pavilion dv4-1222nr laptop and have had so many problems with the computer.,LAPTOP,
1073,"the computer is so slow, even after paying staples the extra money to speed it up.",LAPTOP,computer!slow|money!extra
1074,they said it was a computer-error on this type of computer.,LAPTOP,
1075,"also, i have alot of trouble with it getting very hot, and not even sitting on anything to make it hot.",LAPTOP,
1076,"when the computer has been on for several minutes, it will occasionaly just go off by itself.",LAPTOP,|computer!several
1077,"also, the battery does not last very long at all.",BATTERY,|battery!last
1078,i would recommend not buying this product.,LAPTOP,
1079,i have had no luck with staples or hp to resolve this problem.,SUPPORT,luck!problem
1080,i am stuck with a laptop that i cannot do very much with.,LAPTOP,|laptop!much
1081,"also, i have had alot of trouble with the keys sticking and will not type correctly.",KEYBOARD,
1082,"also, i have had alot of trouble with the shift-key to go to other lines.",KEYBOARD,
1083,"it gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",KEYBOARD|KEYBOARD,time!stuck
1084,sometimes the screen even goes black on this computer.,DISPLAY,
1085,will probably never buy a hp again.,COMPANY,
1086,purchased a toshiba lap top it worked good until just after the warrenty went out.,LAPTOP|LAPTOP,
1087,after the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,HARD_DISC|SUPPORT,warrenty!expired|drive!hard
1088,i hate it.,LAPTOP,
1089,i have had the luxury (sarcasm) of owning 2 of these laptops.,LAPTOP,
1090,the first fell apart right after the 1-year-warranty.,LAPTOP,
1091,"during that time, i had to send it back 3 times.",LAPTOP,
1092,i paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me.,LAPTOP|LAPTOP|LAPTOP,
1093,none of the techs at hp knew what they were doing.,SUPPORT,
1094,"they would repair one thing, send it back and it would still have the same problem.",SUPPORT,
1095,"the processor went on me, the fan went and the motherboard went.",CPU|FANS_COOLING|MOTHERBOARD,
1096,"i wanted to purchase the extended warranty and they refused, because they knew it was trouble.",SUPPORT|LAPTOP,|warranty!extended
1097,i had something else go wrong and they said it had to be in good working order to be able to buy the warranty.,SUPPORT,order!good
1098,i took it to friend who temporarily fixed it and i finally paid about 1500 for the extended warranty.,WARRANTY,|warranty!extended
1099,i sent it back and they lost it.,SUPPORT,
1100,i waited and waited and no laptop.,SUPPORT,
1101,finally after months of research the discovered that they mailed it to a walmart and there probably would be no way to find the box.,SUPPORT,
1102,"i waited another month for approval and for them to ""build"" me a new laptop.",SUPPORT,|laptop!new|approval!laptop
1103,i thought all my problems would finally be solved being that my old computer wouldn't go onto our wireless network and i wouldn't have the same problems because it was updated.,LAPTOP,|computer!old|network!computer
1104,here we are another year later and the computer is doing the same thing.,SUPPORT,|thing!same|computer!thing
1105,hp didn't fix it.,SUPPORT,
1106,i swear they design these things to go to crap after a year so you are stuck and have to buy a new one.,LAPTOP,
1107,in 5 months the connect quality got worse and worse.,LAPTOP|LAPTOP,
1108,1st time they got it working the next 5 month they had me send it in.,SUPPORT,|time!1st|month!next
1109,returned it.,LAPTOP,
1110,5 months dead again.,LAPTOP,
1111,they say sorry out of warranty.,SUPPORT,
1112,summary: they played games with me for the warranty-period.,SUPPORT,
1113,now 17 months later they want (would not say exact amount) $165.00 to $400 to fix the machine.,SUPPORT,|amount!exact
1114,they had me send in the machine last april returned it to me in may with no documentation on what was done it anything.,SUPPORT,
1115,now the machine won't connect and toshiba says that they did replace the connection-card in may but they only warranty the repair for 30 days and now i'm out of warranty even though this has been a constant 5 month-occurance since i bought the netbook.,LAPTOP|SUPPORT,
1116,so buyer-beware when buying toshiba,COMPANY,
1117,"they are wonderful, but very dangerous when it comes to emitting heat.",LAPTOP|LAPTOP,
1118,"i burned my leg, after lifting it from my desk, and for less than 5 second putting it on my lap to clean my coffee-table, so i can place it there.",LAPTOP,leg!burned
1119,"i had to call apple 19 times (each time 40 to 75 minutes on the phone), and take it to their store for evaluations, and diagnostics, 5 times.",SUPPORT,
1120,"for my burn thigh which has put a permanent mark on my skin (it happened 7 months ago) they offered me an itouch 8gig (you know it is a bit insulating when a company this rich, offer a loyal customer like me, a bottom of their product-line as a gift for events like this).",COMPANY,customer!loyal|company!rich|bottom!loyal
1121,"steve jobs, probably needs help and donations, and cannot afford a reasonable offers for people that truly are trying to support his baby.",COMPANY,baby!support
1122,"the lesson learned here is: it does not pay to by this loyal to any brand, since all of them are there to simply  to make as much money as possible, as fast as they can, and in this day and age, the customer no longer is right all the times.",COMPANY,|money!much
1123,"i am not going to sit here and complain about it not having a cd-drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.",LAPTOP,|stuff!other|laptop!stuff
1124,anyways i bought this two months ago and when i first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.,HARD_DISC,drive!hard|vibration!hard
1125,"so i called customer-support (which is good too) and they went through it and it is just a safety-feature and it does not affect performance at all, i just chose to hide the message.",SUPPORT,
1126,"also the speakers are not very loud, but it is a netbook.",MULTIMEDIA_DEVICES,
1127,would highly recommend this netbook though.,LAPTOP,netbook!recommend
1128,i custom ordered the machine from hp and could not understand the techie due to his accent.,SUPPORT,
1129,the computer was two weeks late in delivery because hp forgot to complete the required import-paperwork.,SHIPPING,|import-paperwork!complete
1130,"my laptop cost approximately $2,300 and died after only 2-years, 10-months and 18-days of use.",LAPTOP|LAPTOP,
1131,"although my model was listed as recalled, hp denied my claim.",SUPPORT,hp!denied|claim!denied
1132,"this laptop leaves alot to be desired, i have had it only 5 months and have had to send it away to be repaired twice...",LAPTOP|LAPTOP,|alot!laptop|laptop!alot
1133,"i bought it from hsn because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....",SOFTWARE|LAPTOP|LAPTOP,software!crashes
1134,if you shop around in the current market you can find a much better deal.,LAPTOP,deal!better|market!current
1135,"the repairs were made quickly though i must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",SUPPORT|SHIPPING,address!incorrect|time!second|week!time
1136,unable to boot up this brand new laptop.,LAPTOP|LAPTOP,|laptop!new|brand!new
1137,spent 2 hours on phone with hp technical support.,SUPPORT,
1138,"they went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",SUPPORT,disk!hard|battery!disk
1139,they are asking me to ship the unit back to fix it at their site.,SUPPORT,
1140,i am going to go back and return at store i bought from!,LAPTOP,
1141,this computer had exactly the specifications i needed.,LAPTOP,
1142,"small enough to use on a long flight, light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",LAPTOP|LAPTOP|LAPTOP,|flight!long|flight!light|business!long
1143,the perfect notebook...,LAPTOP,notebook!perfect
1144,when i finally had everything running with all my software installed i plugged in my droid to recharge and the system crashed.,LAPTOP,system!crashed
1145,the aspire wont even boot past the acer screen with a droid (i have tried both motorola and htc) plugged into the usb port.,LAPTOP,boot!aspire|wont!aspire|screen!aspire|port!boot|droid!aspire
1146,"called tech-support and got the usual acer ""we don't support software but for $$$ we can help you"" i explained there was no software involved in booting.",SUPPORT,software!support|acer!usual
1147,"no, tey don't even support their own bios and it ""could be a problem with the bios"" how can a company that makes a fairly decent product get away with such insanity??!!",SUPPORT,tey!support|problem!support|product!decent|company!product|insanity!company
1148,needless to say a pc that can't support a cell-phone is less than useless!,LAPTOP,cell-phone!support|pc!cell-phone
1149,"with today's company fighting over marketshare, its a shame that asus can get away with the inept staff answering thephone.",SUPPORT|COMPANY,staff!inept|staff!shame
1150,i agree with the previous comment that asus tech support is horrible which is a con in my opinion.,SUPPORT,comment!horrible
1151,"summary: i've had this laptop for 2 months, out of the blue the power-adapter stops working.",POWER_SUPPLY|POWER_SUPPLY,|summary!laptop
1152,but no one could tell me when my part would be shipped nor could they tell me where to buy it on their website!!!,SUPPORT,
1153,frustrated i hung up and tried to call back 3 days later to be told that it takes 2-3 days for turnaround-time.,SUPPORT,
1154,this was the 3rd day and part still had not been shipped.,SUPPORT,|day!3rd|part!3rd
1155,"the rep did not even answer my question, i had to ask him, if he understood what i ask or if he spoke english because he didn't even try to acknowledge my question.",SUPPORT,
1156,i'm tired of the inept service.,SUPPORT,service!inept
1157,if you are looking for a netbook-pc do not buy from asus!!!,COMPANY,
1158,unless you want to be inconvenienced with a non working power-supply which you can't find a replacement for because they made the attachment so small.,POWER_SUPPLY|POWER_SUPPLY,|attachment!small
1159,i'm really frustrated by this experience.,LAPTOP,
1160,how does the power supply not work!!!,POWER_SUPPLY,supply!work|power!work
1161,our apple 13.3 macbook pro notebook computer (z0j80001) notebook and has become such an integral part of completing our daily needs and social networking.,LAPTOP,part!integral|computer!pro|notebook!pro|networking!social|apple!pro|macbook!pro|z0j80001!pro
1162,"i do everything on this computer - check email, facebook, shop, check blogs, write papers, listen to music, and we even watch all of our movies on it since we do not have a tv.",LAPTOP|LAPTOP,
1163,"it pretty much does everything we could ever need, and looks great to boot.",LAPTOP|LAPTOP,
1164,"apple is always great about the aesthetics of things, they always come up with good looking products.",LAPTOP|COMPANY,apple!great
1165,it didn't take me long to get switched over to the mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,SOFTWARE|LAPTOP,|way!laptop
1166,"so, if you're thinking of a laptop, i would heartily recommend theapple 13.3 macbook pro notebook computer (z0j80001) notebook for all your needs!",LAPTOP,notebook!recommend|computer!recommend|macbook!pro|z0j80001!pro
1167,"it's great and we will always stick with apple computers, we have been so happy with them.",LAPTOP|COMPANY,
1168,"the 13"" macbook pro is portable, durable, and very capable.",LAPTOP|LAPTOP|LAPTOP,pro!portable|macbook!portable
1169,"it has a 10 hour-battery-life when you're doing web-browsing and word-editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery-life of just over 5 hours.",BATTERY|LAPTOP,
1170,"it's also very energy efficient, running on a quarter of the power it takes to run a 60 watt lightbulb.",LAPTOP,
1171,"it's graphics aren't bad at all, for the lower end of the macbook pro spectrum, easily capable of running starcraft ii and other games with comparable graphics.",GRAPHICS|LAPTOP,|spectrum!pro|end!pro|macbook!pro
1172,"the operating-system and user-interface is very intuitive, and the large multi-touch track-pad is amazing.",OS|MOUSE,operating-system!intuitive|user-interface!intuitive|track-pad!amazing
1173,"however, the multi-touch gestures and large tracking-area make having an external mouse unnecessary (unless you're gaming).",MOUSE|MOUSE,mouse!unnecessary|gaming!mouse
1174,"still, this laptop is perfect for all day use at school and work.",LAPTOP,laptop!perfect|day!laptop
1175,they also have a longer service-life than other computers (i have several friends who still use the older apple powerbooks).,LAPTOP,|service-life!other
1176,probbly the worst decision we ever made!,LAPTOP,decision!worst
1177,it has bein into the shop to get a new hardrive 2 times and to fix the touch-control buttons on the keyboard!,KEYBOARD|HARD_DISC,|hardrive!new
1178,pretty much everything else about the computer is good it just stops working out of no were.,LAPTOP|LAPTOP,everything!good|computer!everything
1179,i love the size of the computer since i play games on it.,LAPTOP,size!love|computer!love
1180,i also love having the extra calculator-number set up on the keyboard which most laptops do not have.,KEYBOARD,
1181,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,KEYBOARD|KEYBOARD,
1182,so i would not reccomend anyone-buying this computer,LAPTOP,|computer!anyone-buying
1183,"first, it does not have a push-button to open the lid.",LAPTOP,|lid!open
1184,it is held in place magnetically.,LAPTOP,
1185,there is a little indent to help open it - but good luck with that.,LAPTOP|LAPTOP,
1186,"once open, the leading edge is razor sharp.",LAPTOP,edge!sharp|razor!edge
1187,this is the complete opposite to an ergonomic design.,LAPTOP|LAPTOP,|design!ergonomic|opposite!ergonomic
1188,using this machine is like a mild form of torture.,LAPTOP,
1189,the much lauded combined touch-pad and clicker is a nightmare.,MOUSE,touch-pad!nightmare|clicker!nightmare|nightmare!much
1190,i lost two items i was working on until i figured out what was happening.,MOUSE|MOUSE,
1191,"also, the space-bar makes a noisy click every time you use it.",KEYBOARD,click!noisy|space-bar!click|time!space-bar
1192,"i hate to say this, but if i could take this back to the shop and get my money back, then i would.",LAPTOP,
1193,"it is absolutely horrible to use, despite all its so called advanced features.",LAPTOP|LAPTOP,
1194,i regret buying it before understanding how awful it is to use.,LAPTOP|LAPTOP,
1195,it's a bummer and one out of five is being kind.,LAPTOP,
1196,my mac has gone from being a trusted friend to an adversary.,LAPTOP,friend!trusted|adversary!trusted
1197,"in due course, i'll remove the hard disc from this new macbook pro and dump it where it belongs - in the trash.",LAPTOP,disc!hard|course!due|pro!disc
1198,but the screen-size is not that bad for email and web-browsing.,DISPLAY,screen-size!bad|email!screen-size|web-browsing!email
1199,i like this machine because its very lightweight...,LAPTOP,
1200,very convenient when you travel and the battery-life is excellent...,BATTERY|LAPTOP,battery-life!excellent
1201,10 hours of battery-life is really something else....,BATTERY,
1202,i highly recommend that you buy this product.,LAPTOP,
1203,"it crashes, and when it goes flat, it just dies (like a pc, maybe worse) and i loose all my open documents!",LAPTOP,
1204,i hate it!,LAPTOP,
1205,it is the easiest computer i have ever used,LAPTOP,computer!easiest
1206,i love it!,LAPTOP,
1207,i can't say enough good for it!,LAPTOP,
1208,it's a mac!!,LAPTOP,
1209,"i fine apple mc373ll/a 2.66ghz 15"" macboook pro notebook meets all my needs for a laptop computer when on the go.",LAPTOP,mc373ll/a!fine|apple!fine|notebook!pro|ghz!fine|computer!mc373ll/a|macboook!pro|go!mc373ll/a
1210,i like to use it at the race-track to handiecap the horse races.,LAPTOP,
1211,it's face and depanable.,LAPTOP,
1212,as a graphic arts a retired instructor i still love to play with the graphic with photos and clip-art .....,LAPTOP,instructor!love
1213,it's just a great toy to have around.,LAPTOP,toy!great
1214,very very slow laptop.,LAPTOP,laptop!slow
1215,tons of bloatware and junk programs.,LAPTOP|SOFTWARE,
1216,can't reinstall with standard os cd because of proprietary hardware drivers.,LAPTOP|SOFTWARE,hardware!proprietary
1217,keys are all in weird places and is way too large for the way it is designed.,KEYBOARD|LAPTOP,way!weird
1218,lots of extra space but the keyboard is ridiculously small.,KEYBOARD|LAPTOP,|space!extra|keyboard!small
1219,amazing machine.,LAPTOP,machine!amazing
1220,"it is a big big, but since it has a 18.4"" screen what would you expect!",LAPTOP,
1221,it is truly a desktop replacement.,LAPTOP,
1222,very fast and efficient!,LAPTOP,
1223,does a great job with video-shot on a canon 5d mkii.,LAPTOP,job!great|video-shot!great
1224,very happy with my 7th toshiba laptop!,LAPTOP,|laptop!7th|toshiba!7th
1225,"the touchpad is very intuitive, so much so that i never want to use buttons to click again!",MOUSE,touchpad!intuitive
1226,"of course, i also have several great software packages that came for free including iwork, garageband, and imovie.",SOFTWARE|LAPTOP,software!great
1227,i especially appreciate the fact that it has almost zero viruses and spyware problems!,LAPTOP,fact!appreciate
1228,"the only drawback for me is how dirty the screen gets, and rather quickly too.",DISPLAY,
1229,i also enjoy the fact that my macbook pro laptop allows me to run windows 7 on it by using the vmware program.,LAPTOP,fact!enjoy|laptop!pro|macbook!pro
1230,now i have the best of both worlds with all of the power and ease of the mac!,LAPTOP|LAPTOP|LAPTOP,
1231,"i also got the added bonus of a 30"" hd monitor, which really helps to extend my screen and keep my eyes fresh!",LAPTOP,
1232,i never have had a good result with this computer.,LAPTOP,result!good|computer!good
1233,"i was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.",LAPTOP,computer!great|computer!worked
1234,"they told me it was my loss even though it was the computer, not  what i've done.",SUPPORT,computer!loss|loss!computer
1235,"the hard drive crashed as well, and i had to buy a new  power-cord.",HARD_DISC|POWER_SUPPLY,drive!crashed|power-cord!new
1236,"they told me to reprogram the computer, and i didn't need  to do that, and i lost pictures of my oldests first 2 years of her  life.",SUPPORT,
1237,"i don't like this company nor the toshiba-brand, and i'll never  buy another one because i've put more into it then it is worth.",COMPANY|LAPTOP,company!like|toshiba-brand!like
1238,i would  rather spend my money on a computer that costs more then a toshiba that  isn't good at all.,COMPANY,
1239,the right speaker did not work.,MULTIMEDIA_DEVICES|MULTIMEDIA_DEVICES,speaker!work
1240,"again, the same problem, the right speaker did not work.",MULTIMEDIA_DEVICES|MULTIMEDIA_DEVICES,problem!work|speaker!work
1241,i returned the 2nd laptop for a full refund.,LAPTOP,|laptop!2nd|refund!laptop
1242,the mouse-pad and buttons are the worst i've ever seen.,MOUSE,mouse-pad!worst
1243,sometimes you will be moving your finger and the pointer will not even move.,MOUSE,
1244,the mouse buttons are hard to push.,MOUSE,mouse!hard
1245,i cant believe hp put this out.,COMPANY|LAPTOP,
1246,do not buy you will be disappointed.,LAPTOP,
1247,i'm returning mine,LAPTOP,
1248,dell is a decently made pc.,LAPTOP,
1249,the graphics are awful and the wireless switch it at the top rather than the side which i am used to it being on the side.,GRAPHICS|LAPTOP|LAPTOP,|switch!wireless
1250,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,LAPTOP|LAPTOP,switch!top|combination!key
1251,so in a brief summary i would have to say that i would not recommend dell-vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.,LAPTOP,setup!right|opinion!right|laptop!decent|summary!brief
1252,"i love hp,, it's the only computer/printer we will buy.",COMPANY|LAPTOP,|computer/printer!only|hp!only
1253,this is perfect for her field.,LAPTOP,
1254,"at first when i got this product, i loved it.",LAPTOP,
1255,"the computer itself was fast, ran smoothly, and had no problems.",LAPTOP|LAPTOP,computer!fast
1256,"then, within 5 months, the charger crapped out on me.",POWER_SUPPLY,
1257,"so i called compaq, and after being on the phone for 3 hours, i finally got a replacement which i shouldn't have had a problem getting since it was under warranty.",SUPPORT,replacement!problem
1258,"2 months later, the battery went.",BATTERY,
1259,"they gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.",BATTERY|SUPPORT,time!hard|malfunction!time
1260,"then, one month after the warranty expired, the replacement-charger went.",POWER_SUPPLY,warranty!expired|month!warranty
1261,i had to pay $100 for a universal charger for this cheap $300 laptop.,LAPTOP,laptop!cheap|charger!cheap
1262,not worth it one bit.,LAPTOP,
1263,"the people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.",LAPTOP|LAPTOP|SUPPORT,
1264,"also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen-split in half just from everyday use.",DISPLAY|LAPTOP,|laptop!exact|screen-split!exact|sister!laptop|use!everyday
1265,"apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.",LAPTOP,
1266,and it is impossible to get them back in.,LAPTOP,
1267,strengths:well-shaped,LAPTOP,
1268,weaknesses:a bad videocard!,GRAPHICS,videocard!bad
1269,after 20-30 min the screen of the notebook switched off.,DISPLAY,
1270,"it was still working, but there was nothing on the screen.",DISPLAY,
1271,i was said it's videocard.,GRAPHICS,
1272,very disappointed!,LAPTOP,
1273,didn't expect to repair it at once!,LAPTOP,
1274,don't buy this model.,LAPTOP,
1275,an absolutely hateful machine that no one should get of their own free will.,LAPTOP,machine!hateful|will!own
1276,"mine came at $1,700 w/o a dvd burner (!).",LAPTOP|LAPTOP,
1277,"the screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen-size and increases the bulk.",DISPLAY,
1278,"the 4 usb ports are nice, but the two on the side only work now and then.",LAPTOP|PORTS|PORTS,usb!nice|side!work
1279,keyboard could use some trimming.,KEYBOARD,
1280,"did i mention everything about it, from size to weight to keyboard screams bulk?",KEYBOARD|LAPTOP|LAPTOP,
1281,i'm glad i made the choice to switch and buy this mac.,LAPTOP,
1282,the benefits were immediate!,LAPTOP,
1283,awesome graphics!,GRAPHICS,
1284,the magnetic plug-in power charging power-cord is great (i even put it to the test by accident)- excellent innovation!,POWER_SUPPLY,power!great|innovation!power
1285,this laptop rocks (only wish it could run solidworks cad - which apple doesn't support)!,LAPTOP|LAPTOP,apple!support
1286,"i've saved a lot of time and headaches so far, using my new macbook pro.",LAPTOP,
1287,"i have never had any issues or problems with my macbook pro so far, and it is still as fast as it was when i first bought it.",LAPTOP|LAPTOP|LAPTOP,
1288,i especially like the backlit keyboard.,KEYBOARD,|keyboard!backlit
1289,it makes doing schoolwork at night so much easier.,LAPTOP,
