,review,target,dp,dp_clause
563,the ipod 's white plastic-look / surface does n't suit me . ,,|plastic-look!white|ipod!white|surface!plastic-look,surface!white|ipod!white|plastic-look!surface
564,the mini ipod 's look the best to me -- but with only 4gb there 's no way i would ever buy any mp3-player with a measly 4gb of storage . ,,4gb!measly|storage!measly|ipod!mini|look!mini,measly!mp3-player|4gb!measly|way!mp3-player|storage!measly|ipod!mini|look!mini|ipod!way
565,"my advice to mp3 buyers : consider how much storage-space you will need , then try and listen before you buy -- mp3 players can only fully evaluated by holding and listening to them . ",,|storage-space!much,storage-space!much
566,i have had mine for a month now and have to say i have enjoyed it . ,player!+,,month!enjoyed
567,the front cover can pop off easily but i always have mine in the case so i did n't notice after first day . ,cover!-,|cover!front|day!first,day!first|cover!front
568,"great sound , very long battery-life ( i routinely play it for 12 + hours ) , very fast recharges rate , removable battery , storage-size , nice screen , firmware updates , and great price . ",sound!+|firmware!+,sound!great|rate!nice|battery!removable|price!sound|storage-size!rate|firmware!rate|screen!nice,price!great|price!sound|battery!removable|rate!sound|rate!price|battery!price|screen!nice|storage-size!rate|sound!rate|firmware!rate
569,"short warranty ( 3 months , so i got the extended warranty at best buy ) , occasional freeze up ( easily fixed by popping out battery ) , somewhat flimsy navigation-wheel . ",warranty!-,buy!best|warranty!best|navigation-wheel!flimsy|navigation-wheel!short|freeze!best,warranty!short|buy!short|navigation-wheel!flimsy|navigation-wheel!short|freeze!best
570,"i just bought notmad manager ( $ 25 ) and file transfers are easy drag and drop , songs stored by id3 tags not by folders , needs to have software on computer to transfer files , no window on case ( nice case otherwise . ",,manager!drag|window!nice|case!nice|drag!notmad|drop!drag|file!manager,manager!notmad|case!nice|drag!notmad|drop!manager|window!nice|file!manager
571,"for a price that 's still less than even the lowest level-ipod i was able to get this 40gb monster , and the best part is it works as great as it was advertised to and then some . ",price!+,part!works|level-ipod!able|price!part,part!best|monster!best|level-ipod!able|price!part
572,"the scroll-wheel is better than the ipod 's as well , in that you do n't risk giving yourself a cramp running your thumb around in circles endlessly - just a small nudge of the finger and you 're there . ",scroll wheel!+,scroll-wheel!better|finger!risk|nudge!risk,nudge!small|finger!small|scroll-wheel!better
573,"the only beef i can raise in this regard is the pop-off-face , that sometimes comes off a bit easily , but besides that it 's perfect . ",pop-up face!-,|beef!only,beef!only|pop-off-face!only|regard!pop-off-face
574,"there 's no so-called background hiss that i 've noticed , at least so far . ",,background!hiss,|background!hiss
575,"songs are recognized automatically by id3 tags , which at first i was against since i had organized my files by folder with a previous player from iriver . ",,|player!previous|folder!previous|iriver!previous,player!previous|folder!previous|iriver!previous
576,yet after ensuring that all the id3 tags are in order ( with the software which is actually not as bad as people make it out ) it actually turns out to be really handy . ,id3 tag!+,,order!bad
577,the only thing missing is an option to adjust the balance . ,balance!-,|thing!only|option!only,thing!only|option!only
578,"overall , i 'm giving this 5 stars as i 've seen nothing of the problems people have repeatedly cried havoc over , but as i 've only had the player for a while i leave room for doubt if the headphone-jack , hissing , or scroll-wheel problems show up with me too . ",player!+,,player!only
579,please consider this much superior piece of equipment before plopping down half a grand for an ipod . ,equipment!+,piece!superior|equipment!superior,piece!much|equipment!much
580,it will not load any further songs on and customer-service has no idea what to do . ,,,idea!customer-service
581,i took perfect care of this player and still it died in the week after the lousy 90 day-warranty ended . ,player!-,care!perfect|player!perfect|day-warranty!lousy,week!died|care!perfect|player!perfect|day-warranty!lousy
582,"the software is not good either and the driver has trouble working with other sound blaster products , which is very dumb . ",software!-,software!good|blaster!other,driver!trouble|software!good|blaster!other
583,"ok , im-writing yet another review , about a week from my previous one . ",,|review!im-writing|ok!im-writing|week!previous,week!previous|review!im-writing|ok!im-writing
584,"once again , the sound is awesome , the batterly life is only 6-8 hours , and that is because all my music is 320 kbps which does affect the battery-life . ",sound!+,sound!awesome,life!only|sound!awesome
585,"therefore im saying im returning it right now , and i will see wat happens with my next zen-xtra ( same replacement ) . ",,|zen-xtra!next|replacement!next,replacement!next|zen-xtra!next
586,"if that one fails too , and i hope if it does , let it happen in the first 90 days , not later , cuz thats the warranty . ",,,hope!fails
587,i hope my next player-doesnt-breakdown . . ,,|player-doesnt-breakdown!next,player-doesnt-breakdown!next
588,every time-nomad thinks the file is corrupt the os freezes . ,freeze!-,file!corrupt|os!freezes,os!freezes|file!corrupt
589,the only way to recover is to plug the power-cord and go into recovery-mode . ,,|way!only,way!only
590,those who have had the nomad for a few weeks are mostly thrilled with it . ,,|nomad!few,nomad!few
591,the price is way below an ipod of the same size . ,,|size!same|ipod!same,size!same|ipod!same
592,the nomad is only sligtly larger than an ipod . ,,|ipod!nomad,ipod!nomad
593,"the controls are somewhat harder to use , and there are some oddities about the software-tagging-system , but most people can live with this . ",control!-,,software-tagging-system!oddities
594,"because of the large capacity of the nomad , owners can load hundreds of cds on to it . ",,|capacity!large|nomad!large,capacity!large|nomad!large
595,having access to so much music where ever you go is terrific . ,storage!+,access!terrific|music!much,|music!much|access!terrific
596,"they decide that the owner was responsible for the damage and so even if it is returned within the warranty-period , creative will charge you to fix it . ",,|owner!responsible|damage!owner,warranty-period!creative|owner!responsible|damage!owner
597,"in my case , the bill was $ 81 , about a third of what i paid for it . ",,,bill!third|case!bill
598,"if my level of care was n't good enough , i had to expect that even if i paid to have it fixed it would break again in a month or two . ",,level!good|care!good,month!break|level!good|care!good
599,"i 'm convinced by my own experience and that of many other people who have posted here who have had the same experience that the product is defectively designed , and will not hold up to normal use . ",design!-,|experience!own|use!normal,experience!own|use!normal
600,"the one other thing i observed while i had the nomad is that the front cover , which is taken off to have access to the battery , seemed to come undone very easily . ",front cover!-,|thing!other|cover!front,cover!front|thing!other
601,the headphone-jack-failure seems to occur just about when the warrranty period is to expire . ,headphone jack!-,|period!warrranty,headphone-jack-failure!warrranty|period!warrranty
602,"most people say buy an ipod , but they are pretty expensive and also require you to send the product back to the factory just to replace the battery . ",,,ipod!pretty
603,i bought the nomad when i went home on leave and it worked great for about a month . ,,,leave!worked
604,"the other day when i was listening to a song , it locked up and will not do anything now . ",lock up!-,|day!other,day!other
605,so i took it back to best buy where i bought it and exchanged it for a newer zen 20 gig-model . ,,,buy!best
606,"it 's nothing major , just a bad hard drive , any hard drive-mp3-player can have that problem . ",,drive!bad|drive-mp3-player!bad|nothing!major|nothing!problem|problem!drive,drive!major|nothing!major|drive-mp3-player!hard|drive-mp3-player!problem|problem!drive
607,"so rule of thumb , no matter what you end up buying , get the extended warranty ! ",,|warranty!extended|rule!warranty|matter!warranty,warranty!extended|rule!warranty|matter!warranty
