,tweet,label,polarity
980,I also like that you can scroll down in a window using two fingers on the trackpad.,"OPERATION_PERFORMANCE,OTHERS","positive,positive"
981,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.","GENERAL,OPERATION_PERFORMANCE","positive,positive"
982,I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,"GENERAL,OTHERS,QUALITY","positive,neutral,positive"
983,Shiny,GENERAL,positive
984,This Laptop is the Best of the best!,GENERAL,positive
985,The Awesomest of the awesomest.,GENERAL,positive
986,"It is so great, I can Hardly ever take my hands off it!",GENERAL,positive
987,My friends are in awe every time they come over!,GENERAL,positive
988,"I got it for Christmas, and I was so excited to set it up!",GENERAL,positive
989,"It is super fast, and always loads.",OPERATION_PERFORMANCE,positive
990,I am just amazed.,GENERAL,positive
991,The only bad part is the size/weight.,DESIGN_FEATURES,negative
992,"It's like 9 punds, but if you can look past it, it's GREAT!","GENERAL,DESIGN_FEATURES","positive,negative"
993,"If you don't like fingerprints, this might not be the laptop for you.",QUALITY,negative
994,"It super shiny, so you can see the fingerprints easily.",QUALITY,negative
995,All for such a great price.,OTHERS,positive
996,It's color is even cool.,DESIGN_FEATURES,positive
997,Another Great thing is the Beast graphics.,GENERAL,positive
998,They are so realistic I am just speechless.,QUALITY,positive
999,"I let my friend borrow it, and she knows nothing about computers, and she used it with ease.",OTHERS,positive
1000,The cool thing about this is anyone can use it.,OTHERS,positive
1001,I don't know how I could ever live without my Qousmio.,GENERAL,positive
1002,"I own a Hewlett Packard laptop and I've had man problems with it since I bought in in Feb, 201",QUALITY,negative
1003,Ive had to call tech support many times.,QUALITY,negative
1004,Each time taking about 1 day or so.,QUALITY,negative
1005,I had to wait 3 weeks to get it back and it still is not working properly.,QUALITY,negative
1006,I had to pay for the shipping!,QUALITY,negative
1007,I will never buy anything from HP again!,GENERAL,negative
1008,The Toshiba Satellite has been more than I expected for the price.,"GENERAL,OTHERS","positive,neutral"
1009,THis computer may be small but it is one heck of a power horse.,"OPERATION_PERFORMANCE,DESIGN_FEATURES","positive,neutral"
1010,You can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever.,"GENERAL,OTHERS","positive,positive"
1011,for being so small it is amazing that it is as fast as it is.,"DESIGN_FEATURES,OPERATION_PERFORMANCE","neutral,positive"
1012,when i first got it i thought the size of it was a joke.,DESIGN_FEATURES,neutral
1013,but after i got used to it i love it.,DESIGN_FEATURES,positive
1014,the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,"DESIGN_FEATURES,OTHERS,OTHERS","positive,positive,positive"
1015,"it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.",DESIGN_FEATURES,positive
1016,the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,"DESIGN_FEATURES,OTHERS","neutral,negative"
1017,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,"GENERAL,OTHERS","positive,neutral"
1018,"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.","OPERATION_PERFORMANCE,OTHERS,GENERAL,QUALITY","positive,positive,positive,positive"
1019,"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",QUALITY,positive
1020,"All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed.",QUALITY,positive
1021,"this computer will last you at least 7 years, thats an amazing life spanned an electronic.",QUALITY,positive
1022,"everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.","GENERAL,OTHERS","positive,positive"
1023,Not working = bad,OPERATION_PERFORMANCE,negative
1024,"I spent 2200 dollars on a ""top of the line laptop"".","OTHERS,QUALITY","negative,negative"
1025,I got the blue screen of death the first month I got it.,"OPERATION_PERFORMANCE,QUALITY","negative,negative"
1026,"1) Payed $2200 for a ""premium"" laptop","OTHERS,QUALITY","negative,negative"
1027,2) Blue screen first month,"OPERATION_PERFORMANCE,QUALITY","negative,negative"
1028,3) Horrible customer support-they lost my laptop for a month-got it back 3 months later,QUALITY,negative
1029,"4) Laptop still did not work, blue screen within a week...",QUALITY,negative
1030,5) Cut my losses and sold it for parts,GENERAL,negative
1031,"this company truely does make horrible products and doesnt seem to because they are certain things like this ""never"" happen...",GENERAL,negative
1032,"what an elegant, wonderful machine.","DESIGN_FEATURES,GENERAL","positive,positive"
1033,"I'm making the switch and finding that my biggest problem is trying to do things the 'old' way - and Apple does, indeed, have the better idea.",GENERAL,positive
1034,I really wish I had done this years ago.,GENERAL,positive
1035,Pairing it with an iPhone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap.,OTHERS,positive
1036,I love it - never had a computer I was so impressed with - and I've had a lot of laptops and desktops - this one is FAR AND ABOVE THE BEST ONE I EVER HAD BEFORE.,GENERAL,positive
1037,"I tell everyone that I know, friends, family and enemies this is the absolute worst computer i have ever used.",GENERAL,negative
1038,The computer blinks it shuts off at will.,OPERATION_PERFORMANCE,negative
1039,The letter A stopped working after the first week.,"QUALITY,OPERATION_PERFORMANCE","negative,negative"
1040,when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.,QUALITY,negative
1041,so the fact that the computer does not work on the 24 twenty fourth day is my fault.,"QUALITY,QUALITY","negative,negative"
1042,they have done absolutely nothing to fix the computer problem.,QUALITY,negative
1043,they have not sent a new one nor called.,QUALITY,negative
1044,i spent eight hundred dollars from a giant paper weight that looks good on a bus.,"DESIGN_FEATURES,OTHERS","neutral,negative"
1045,then on top of it all their cusromer service center is in the middle east.,OTHERS,negative
1046,So when you do call to complain about the hunk of metal you get the joy of speaking with a bunch of people you cant understand.,QUALITY,negative
1047,"Then to make matters worst, there is noone that they can transfer you to.",QUALITY,negative
1048,I had this computer for one month and had to send it in for repair.,QUALITY,negative
1049,Got the computer back a month later and it was still broken sent it out again and they repaired it.,QUALITY,negative
1050,3 weeks went by and the computer keeps crashing and will not open any applications.,QUALITY,negative
1051,DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE.,"QUALITY,GENERAL","negative,negative"
1052,YOU WILL NOT BE ABLE TO TALK TO AN AMERICAN WARRANTY SERVICE IS OUT OF COUNTRY.,QUALITY,negative
1053,COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.,QUALITY,negative
1054,I have had this laptop for a few months now and i would say im pretty satisfied.,GENERAL,positive
1055,The only problems are the sound isnt very loud I have to wear headphones.,QUALITY,negative
1056,Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,"QUALITY,OTHERS","negative,negative"
1057,That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,"OTHERS,QUALITY","negative,negative"
1058,It took a little over 2 weeks until i got it back.,QUALITY,negative
1059,ANd I babyed the heck out of it just one day when i opened it turned it on went to click and it was broke.,QUALITY,negative
1060,To be honest i think it was faulty equipment or something but idk.,QUALITY,negative
1061,The graphics are great.,GENERAL,positive
1062,The internet speed is spectacular.,"OPERATION_PERFORMANCE,OTHERS","positive,positive"
1063,The battery life is probably an hour at best.,OPERATION_PERFORMANCE,negative
1064,Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.,OTHERS,negative
1065,I would recommend it just because of the internet speed probably because thats the only thing i really care about.,"OPERATION_PERFORMANCE,OTHERS","positive,positive"
1066,I wish the volume could be louder and the mouse didnt break after only a month.,"QUALITY,QUALITY","negative,negative"
1067,I received this laptop as a gift and let me just tell you that its the worst.,GENERAL,negative
1068,At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,"QUALITY,QUALITY,QUALITY","negative,negative,negative"
1069,This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,OTHERS,negative
1070,Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.,OTHERS,negative
1071,the whole experiece is horrible so save up and buy a better laptop.,GENERAL,negative
1072,I bought a HP Pavilion DV4-1222nr laptop and have had so many problems with the computer.,GENERAL,negative
1073,"The computer is so slow, even after paying staples the extra money to speed it up.",OPERATION_PERFORMANCE,negative
1074,They said it was a computer error on this type of computer.,OTHERS,negative
1075,"Also, I have alot of trouble with it getting very hot, and not even sitting on anything to make it hot.",QUALITY,negative
1076,"When the computer has been on for several minutes, it will occasionaly just go off by itself.",OPERATION_PERFORMANCE,negative
1077,"Also, the battery does not last very long at all.",OPERATION_PERFORMANCE,negative
1078,I would recommend not buying this product.,GENERAL,negative
1079,I have had no luck with staples or HP to resolve this problem.,QUALITY,negative
1080,I am stuck with a laptop that I cannot do very much with.,GENERAL,negative
1081,"Also, I have had alot of trouble with the keys sticking and will not type correctly.",OPERATION_PERFORMANCE,negative
1082,"Also, I have had alot of trouble with the shift key to go to other lines.",OPERATION_PERFORMANCE,negative
1083,"It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.","OPERATION_PERFORMANCE,OTHERS","negative,negative"
1084,Sometimes the screen even goes black on this computer.,OPERATION_PERFORMANCE,negative
1085,Will probably never buy a HP again.,GENERAL,negative
1086,Purchased a Toshiba Lap top it worked good until just after the warrenty went out.,"QUALITY,OPERATION_PERFORMANCE","neutral,neutral"
1087,After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,"QUALITY,OTHERS","negative,negative"
1088,I hate it.,GENERAL,negative
1089,I have had the luxury (sarcasm) of owning 2 of these laptops.,GENERAL,negative
1090,The first fell apart right after the 1-year-warranty.,QUALITY,negative
1091,"During that time, I had to send it back 3 times.",QUALITY,negative
1092,I paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me.,"DESIGN_FEATURES,QUALITY,OTHERS","negative,negative,negative"
1093,None of the techs at HP knew what they were doing.,QUALITY,negative
1094,"They would repair one thing, send it back and it would still have the same problem.",QUALITY,negative
1095,"The processor went on me, the fan went and the motherboard went.","QUALITY,QUALITY,QUALITY","negative,negative,negative"
1096,"I wanted to purchase the extended warranty and they refused, because they knew it was trouble.","QUALITY,GENERAL","negative,negative"
1097,I had something else go wrong and they said it had to be in good working order to be able to buy the warranty.,QUALITY,negative
1098,I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,OTHERS,neutral
1099,I sent it back AND THEY LOST IT.,QUALITY,negative
1100,I waited and waited and no laptop.,QUALITY,negative
1101,Finally after months of research the discovered that they mailed it to a Walmart and there probably would be no way to find the box.,QUALITY,negative
1102,"I waited another month for approval and for them to ""BUILD"" me a new laptop.",QUALITY,negative
1103,I thought all my problems would finally be solved being that my old computer wouldn't go onto our wireless network and I wouldn't have the same problems because it was updated.,OTHERS,negative
1104,Here we are another year later and the computer is doing the same thing.,QUALITY,negative
1105,HP didn't fix it.,QUALITY,negative
1106,I swear they design these things to go to crap after a year so you are stuck and have to buy a new one.,QUALITY,negative
1107,in 5 months the connect quality got worse and worse.,"OTHERS,QUALITY","negative,negative"
1108,1st time they got it working the next 5 month they had me send it in.,QUALITY,negative
1109,returned it.,GENERAL,negative
1110,5 months dead again.,QUALITY,negative
1111,They say sorry out of warranty.,QUALITY,negative
1112,Summary: They played games with me for the warranty period.,QUALITY,negative
1113,Now 17 months later they want (would not say exact amount) $165.00 to $400 to fix the machine.,OTHERS,negative
1114,They had me send in the machine last April returned it to me in May with no documentation on what was done it anything.,QUALITY,negative
1115,Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,"OTHERS,QUALITY","negative,negative"
1116,So buyer beware when buying Toshiba,GENERAL,negative
1117,"They are wonderful, but very dangerous when it comes to emitting heat.","GENERAL,QUALITY","positive,negative"
1118,"I burned my leg, after lifting it from my desk, and for less than 5 second putting it on my lap to clean my coffee table, so I can place it there.",QUALITY,negative
1119,"I had to call Apple 19 times (each time 40 to 75 minutes on the phone), and take it to their store for evaluations, and diagnostics, 5 times.",QUALITY,negative
1120,"For my burn thigh which has put a permanent mark on my skin (it happened 7 months ago) they offered me an ITouch 8Gig (you know it is a bit insulating when a company this rich, offer a loyal customer like me, a bottom of their product line as a gift for events like this).",GENERAL,negative
1121,"Steve Jobs, probably needs help and donations, and cannot afford a reasonable offers for people that truly are trying to support his baby.",GENERAL,negative
1122,"The lesson learned here is: It does not pay to by this loyal to any brand, since all of them are there to simply  to make as much money as possible, as fast as they can, and in this day and age, the customer no longer is right all the times.",GENERAL,negative
1123,"I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.",DESIGN_FEATURES,neutral
1124,Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.,QUALITY,negative
1125,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",QUALITY,positive
1126,"Also the speakers are not very loud, But it is a netbook.",QUALITY,neutral
1127,Would HIGHLY recommend this netbook though.,GENERAL,positive
1128,I custom ordered the machine from HP and could NOT understand the techie due to his accent.,QUALITY,negative
1129,The computer was two weeks late in delivery because HP forgot to complete the required import paperwork.,QUALITY,negative
1130,"My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use.","QUALITY,OTHERS","negative,negative"
1131,"Although my model was listed as recalled, HP denied my claim.",QUALITY,negative
1132,"This laptop leaves alot to be desired, I have had it only 5 months and have had to send it away to be repaired twice...","GENERAL,QUALITY","negative,negative"
1133,"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....","GENERAL,DESIGN_FEATURES,OPERATION_PERFORMANCE","negative,neutral,negative"
1134,If you shop around in the current market you can find a much better deal.,GENERAL,negative
1135,"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.","QUALITY,QUALITY","positive,negative"
1136,Unable to boot up this brand new laptop.,"QUALITY,OPERATION_PERFORMANCE","negative,negative"
1137,Spent 2 hours on phone with HP Technical Support.,QUALITY,negative
1138,"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",QUALITY,negative
1139,They are asking me to ship the unit back to fix it at their site.,QUALITY,neutral
1140,I am going to go back and return at Store I bought from!,GENERAL,negative
1141,This computer had exactly the specifications I needed.,DESIGN_FEATURES,positive
1142,"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.","DESIGN_FEATURES,OTHERS,OPERATION_PERFORMANCE","positive,positive,positive"
1143,The perfect notebook...,GENERAL,positive
1144,When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed.,OPERATION_PERFORMANCE,negative
1145,The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,OTHERS,negative
1146,"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",QUALITY,negative
1147,"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",QUALITY,negative
1148,Needless to say a PC that can't support a cell phone is less than useless!,OTHERS,negative
1149,"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.","QUALITY,GENERAL","negative,negative"
1150,I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.,QUALITY,negative
1151,"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.","QUALITY,OPERATION_PERFORMANCE","negative,negative"
1152,But no one could tell me when my part would be shipped nor could they tell me where to buy it ON THEIR WEBSITE!!!,QUALITY,negative
1153,Frustrated I hung up and tried to call back 3 days later to be told that it takes 2-3 days for turnaround time.,QUALITY,negative
1154,This was the 3rd day and part still had not been shipped.,QUALITY,negative
1155,"The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.",QUALITY,negative
1156,I'm tired of the inept service.,QUALITY,negative
1157,If you are looking for a netbook pc DO NOT BUY FROM ASUS!!!,GENERAL,negative
1158,Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,"OPERATION_PERFORMANCE,DESIGN_FEATURES","negative,negative"
1159,I'M REALLY FRUSTRATED BY THIS EXPERIENCE.,GENERAL,negative
1160,HOW DOES THE POWER SUPPLY NOT WORK!!!,OPERATION_PERFORMANCE,negative
1161,Our Apple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook and has become such an integral part of completing our daily needs and social networking.,OTHERS,positive
1162,"I do everything on this computer - check email, facebook, shop, check blogs, write papers, listen to music, and we even watch all of our movies on it since we do not have a tv.","GENERAL,OTHERS","positive,positive"
1163,"It pretty much does everything we could ever need, and looks great to boot.","OPERATION_PERFORMANCE,DESIGN_FEATURES","positive,positive"
1164,"Apple is always great about the aesthetics of things, they always come up with good looking products.","DESIGN_FEATURES,GENERAL","positive,positive"
1165,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,"OTHERS,OPERATION_PERFORMANCE","positive,positive"
1166,"So, if you're thinking of a laptop, I would heartily recommend theApple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook for all your needs!",GENERAL,positive
1167,"It's great and we will always stick with Apple computers, we have been so happy with them.","GENERAL,GENERAL","positive,positive"
1168,"The 13"" MacBook Pro is portable, durable, and very capable.","QUALITY,OTHERS,OPERATION_PERFORMANCE","positive,positive,positive"
1169,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.","OPERATION_PERFORMANCE,OTHERS","positive,positive"
1170,"It's also very energy efficient, running on a quarter of the power it takes to run a 60 Watt lightbulb.",OPERATION_PERFORMANCE,positive
1171,"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.","GENERAL,OTHERS","positive,positive"
1172,"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.","OTHERS,DESIGN_FEATURES","positive,positive"
1173,"However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).","DESIGN_FEATURES,OTHERS","positive,positive"
1174,"Still, this laptop is perfect for all day use at school and work.",OTHERS,positive
1175,They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).,QUALITY,positive
1176,Probbly the worst decision we ever made!,GENERAL,negative
1177,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,"QUALITY,QUALITY","negative,negative"
1178,pretty much everything else about the computer is good it just stops working out of no were.,"GENERAL,OPERATION_PERFORMANCE","positive,negative"
1179,i love the size of the computer since i play games on it.,DESIGN_FEATURES,positive
1180,i also love having the extra calculator number set up on the keyboard which most laptops do not have.,DESIGN_FEATURES,positive
1181,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,"DESIGN_FEATURES,OTHERS","negative,negative"
1182,So i would not reccomend anyone buying this computer,GENERAL,negative
1183,"First, it does not have a push button to open the lid.",DESIGN_FEATURES,negative
1184,It is held in place magnetically.,DESIGN_FEATURES,neutral
1185,There is a little indent to help open it - but good luck with that.,"DESIGN_FEATURES,OTHERS","neutral,negative"
1186,"Once open, the leading edge is razor sharp.",DESIGN_FEATURES,negative
1187,This is the complete opposite to an ergonomic design.,"DESIGN_FEATURES,OTHERS","negative,negative"
1188,Using this machine is like a mild form of torture.,OTHERS,negative
1189,The much lauded combined touch pad and clicker is a nightmare.,DESIGN_FEATURES,negative
1190,I lost two items I was working on until I figured out what was happening.,"OPERATION_PERFORMANCE,OTHERS","negative,negative"
1191,"Also, the space bar makes a noisy click every time you use it.",QUALITY,negative
1192,"I hate to say this, but if I could take this back to the shop and get my money back, then I would.",GENERAL,negative
1193,"It is absolutely horrible to use, despite all its so called advanced features.","OTHERS,DESIGN_FEATURES","negative,neutral"
1194,I regret buying it before understanding how awful it is to use.,"GENERAL,OTHERS","negative,negative"
1195,It's a bummer and one out of five is being kind.,GENERAL,negative
1196,My Mac has gone from being a trusted friend to an adversary.,GENERAL,negative
1197,"In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash.",GENERAL,negative
1198,But the screen size is not that bad for email and web browsing.,DESIGN_FEATURES,neutral
1199,I like this machine because its very lightweight...,DESIGN_FEATURES,positive
1200,very convenient when you travel and the battery life is excellent...,"OPERATION_PERFORMANCE,OTHERS","positive,positive"
1201,10 hours of battery life is really something else....,OPERATION_PERFORMANCE,positive
1202,I highly recommend that you buy this product.,GENERAL,positive
1203,"It crashes, and when it goes flat, it just DIES (like a PC, maybe worse) and I loose all my open documents!",OPERATION_PERFORMANCE,negative
1204,I Hate it!,GENERAL,negative
1205,It is the easiest computer I have ever used,OTHERS,positive
1206,I LOVE IT!,GENERAL,positive
1207,I can't say enough good for it!,GENERAL,positive
1208,It's A MAC!!,GENERAL,positive
1209,"I fine Apple MC373LL/A 2.66GHz 15"" Macboook Pro Notebook meets all my needs for a laptop computer when on the go.",GENERAL,positive
1210,I like to use it at the race track to handiecap the horse races.,OTHERS,positive
1211,It's face and depanable.,QUALITY,positive
1212,As a graphic arts a retired instructor I still love to play with the graphic with photos and clip art .....,OTHERS,positive
1213,it's just a great toy to have around.,GENERAL,positive
1214,very very slow laptop.,OPERATION_PERFORMANCE,negative
1215,tons of bloatware and junk programs.,"DESIGN_FEATURES,GENERAL","negative,negative"
1216,can't reinstall with standard os cd because of proprietary hardware drivers.,"OTHERS,GENERAL","negative,negative"
1217,keys are all in weird places and is way too large for the way it is designed.,"DESIGN_FEATURES,DESIGN_FEATURES","negative,negative"
1218,lots of extra space but the keyboard is ridiculously small.,"DESIGN_FEATURES,DESIGN_FEATURES","negative,neutral"
1219,Amazing machine.,GENERAL,positive
1220,"It is a big big, but since it has a 18.4"" screen what would you expect!",DESIGN_FEATURES,neutral
1221,It is truly a Desktop Replacement.,OTHERS,positive
1222,Very fast and efficient!,OPERATION_PERFORMANCE,positive
1223,Does a great job with video shot on a Canon 5D MKII.,OTHERS,positive
1224,Very happy with my 7th Toshiba laptop!,GENERAL,positive
1225,"The touchpad is very intuitive, so much so that I never want to use buttons to click again!",OTHERS,positive
1226,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.","GENERAL,DESIGN_FEATURES","positive,positive"
1227,I especially appreciate the fact that it has almost zero viruses and spyware problems!,QUALITY,positive
1228,"The only drawback for me is how dirty the screen gets, and rather quickly too.",QUALITY,negative
1229,I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,OTHERS,positive
1230,Now I have the best of both worlds with all of the power and ease of the Mac!,"OPERATION_PERFORMANCE,GENERAL,OTHERS","positive,positive,positive"
1231,"I also got the added bonus of a 30"" HD Monitor, which really helps to extend my screen and keep my eyes fresh!",OTHERS,positive
1232,I never have had a good result with this computer.,GENERAL,negative
1233,"I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.",QUALITY,negative
1234,"They told me it was my loss even though it was the computer, not  what I've done.",QUALITY,negative
1235,"The hard drive crashed as well, and I had to buy a new  power cord.","QUALITY,QUALITY","negative,negative"
1236,"They told me to reprogram the computer, and I didn't need  to do that, and I lost pictures of my oldests first 2 years of her  life.",QUALITY,negative
1237,"I don't like this company nor the toshiba brand, and I'll never  buy another one because I've put more into it then it is worth.","GENERAL,GENERAL","negative,negative"
1238,I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.,GENERAL,negative
1239,The right speaker did not work.,"QUALITY,OPERATION_PERFORMANCE","negative,negative"
1240,"Again, the same problem, the right speaker did not work.","QUALITY,OPERATION_PERFORMANCE","negative,negative"
1241,I returned the 2nd laptop for a full refund.,GENERAL,negative
1242,the mouse pad and buttons are the worst i've ever seen.,GENERAL,negative
1243,sometimes you will be moving your finger and the pointer will not even move.,OPERATION_PERFORMANCE,negative
1244,the mouse buttons are hard to push.,OTHERS,negative
1245,i cant believe HP put this out.,"GENERAL,GENERAL","negative,negative"
1246,do not buy you will be disappointed.,GENERAL,negative
1247,i'm returning mine,GENERAL,negative
1248,dell is a decently made pc.,GENERAL,neutral
1249,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,"GENERAL,DESIGN_FEATURES,OTHERS","negative,negative,negative"
1250,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,"DESIGN_FEATURES,OTHERS","negative,negative"
1251,so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.,GENERAL,negative
1252,"I love HP,, it's the only computer/printer we will buy.","GENERAL,GENERAL","positive,positive"
1253,This is perfect for her field.,OTHERS,positive
1254,"At first when I got this product, I loved it.",GENERAL,positive
1255,"The computer itself was fast, ran smoothly, and had no problems.","OPERATION_PERFORMANCE,GENERAL","positive,positive"
1256,"Then, within 5 months, the charger crapped out on me.",QUALITY,negative
1257,"So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty.",QUALITY,negative
1258,"2 months later, the battery went.",QUALITY,negative
1259,"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.","OPERATION_PERFORMANCE,QUALITY","negative,negative"
1260,"THEN, one month after the warranty expired, the replacement charger went.",OTHERS,negative
1261,I had to pay $100 for a universal charger for this cheap $300 laptop.,OTHERS,negative
1262,Not worth it one bit.,GENERAL,negative
1263,"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.","DESIGN_FEATURES,QUALITY,QUALITY","negative,negative,negative"
1264,"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.","QUALITY,OTHERS","negative,positive"
1265,"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.",QUALITY,negative
1266,And it is impossible to get them back in.,QUALITY,negative
1267,Strengths:Well-shaped,DESIGN_FEATURES,positive
1268,Weaknesses:A bad videocard!,GENERAL,negative
1269,After 20-30 min the screen of the notebook switched off.,OPERATION_PERFORMANCE,negative
1270,"It was still working, but there was nothing on the screen.",OPERATION_PERFORMANCE,negative
1271,I was said it's videocard.,GENERAL,negative
1272,Very disappointed!,GENERAL,negative
1273,Didn't expect to repair it at once!,QUALITY,negative
1274,Don't buy this model.,GENERAL,negative
1275,An absolutely hateful machine that no one should get of their own free will.,GENERAL,negative
1276,"Mine came at $1,700 w/o a DVD burner (!).","DESIGN_FEATURES,OTHERS","negative,negative"
1277,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",DESIGN_FEATURES,negative
1278,"The 4 USB ports are nice, but the two on the side only work now and then.","DESIGN_FEATURES,QUALITY,OPERATION_PERFORMANCE","positive,negative,negative"
1279,Keyboard could use some trimming.,DESIGN_FEATURES,negative
1280,"Did I mention everything about it, from size to weight to keyboard screams BULK?","GENERAL,DESIGN_FEATURES,GENERAL","negative,negative,negative"
1281,I'm glad I made the choice to switch and buy this MAC.,GENERAL,positive
1282,The benefits were immediate!,GENERAL,positive
1283,Awesome graphics!,GENERAL,positive
1284,The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation!,DESIGN_FEATURES,positive
1285,This laptop rocks (only wish it could run SolidWorks CAD - which Apple doesn't support)!,"GENERAL,OTHERS","positive,negative"
1286,"I've saved a lot of time and headaches so far, using my new MacBook Pro.",GENERAL,positive
